Q,omega,I,dI,Tr,Kf,Ki
1.5,-8.9934,0.0036100000000000004,0.0005499545435761031,0.85,5.8,5.412909949485062
1.5,-8.4901,0.005155,0.0005698464705514986,0.85,5.8,5.43530103972051
1.5,-7.9804,0.004974999999999999,0.0005973483071039877,0.85,5.8,5.457883237986026
1.5,-7.4965,0.00551,0.00061,0.85,5.8,5.479236247739681
1.5,-6.9738,0.006445,0.0006071861329114821,0.85,5.8,5.502208282298462
1.5,-6.4775,0.0073349999999999995,0.0006567533783696891,0.85,5.8,5.523931652749835
1.5,-5.9751,0.009535,0.0007357479187874064,0.85,5.8,5.545835357841605
1.5,-5.5006,0.009555,0.0007638226233884408,0.85,5.8,5.566443532064787
1.5,-4.986,0.010945,0.0007538733315352121,0.85,5.8,5.588707407518683
1.5,-4.5,0.011755,0.0008091507894082536,0.85,5.8,5.609652788766719
1.5,-3.9729,0.01578,0.0009423375191511797,0.85,5.8,5.632281426494318
1.5,-3.4749,0.019255000000000005,0.0010147536646891206,0.85,5.8,5.653577579356471
1.5,-2.9711,0.02765,0.001207704434040051,0.85,5.8,5.675040442814105
1.5,-2.4979,0.038805000000000006,0.0014391924819147717,0.85,5.8,5.695126021374836
1.5,-1.9825,0.080475,0.0020883785576374797,0.85,5.8,5.716922545174349
1.5,-1.4984,0.21800999999999998,0.003392167448697072,0.85,5.8,5.737319960645979
1.5,-0.971,0.49187,0.005068663531938178,0.85,5.8,5.759459590440239
1.5,-0.4756,0.800675,0.006486746102631118,0.85,5.8,5.780178659631022
1.5,0.0254,0.901035,0.006869776197227971,0.85,5.8,5.801056677843229
1.5,0.532,0.7735500000000001,0.006365964184630637,0.85,5.8,5.8220919351038205
1.5,1.0047,0.504935,0.00513511684385078,0.85,5.8,5.841651270141428
1.5,1.5223,0.239065,0.0035300247874483826,0.85,5.8,5.8629936309755255
1.5,2.0054,0.0901,0.0021844564541322405,0.85,5.8,5.882843584434443
1.5,2.5345,0.03168000000000001,0.0012874975728132461,0.85,5.8,5.904507052931712
1.5,3.0283,0.018885000000000002,0.0010044028076424318,0.85,5.8,5.9246537373481
1.5,3.5273,0.016579999999999998,0.0009892926766129424,0.85,5.8,5.944943221535781
1.5,4.0316,0.01486,0.0008882004278314664,0.85,5.8,5.965378093606374
1.5,4.4987,0.014545,0.0009013184786744363,0.85,5.8,5.984243325756985
1.5,5.0134,0.01395,0.0008795169128561428,0.85,5.8,6.004962392486695
1.5,5.5336,0.01157,0.0008105245215291143,0.85,5.8,6.02583047432664
1.5,6.0155,0.01103,0.000790664277680483,0.85,5.8,6.045097855444113
1.5,6.5021,0.010995000000000001,0.0007967904366895978,0.85,5.8,6.064491040335067
1.5,7.0385,0.01152,0.0007931582439841371,0.85,5.8,6.085797368674916
1.5,7.5354,0.009615,0.0007015874856352556,0.85,5.8,6.105468377428019
1.5,8.0372,0.010575,0.0007733854149129009,0.85,5.8,6.125269255066495
1.5,8.4978,0.00906,0.0007413501197140256,0.85,5.8,6.143388217521124
1.5,9.0093,0.009235,0.0007077958745288079,0.85,5.8,6.163447051489542
1.5,9.526,0.00846,0.0006847627326307997,0.85,5.8,6.183643743967778
1.5,10.0003,0.008555,0.0007127937990751603,0.85,5.8,6.202125217007733
1.5,10.5271,0.00855,0.0006729413050184986,0.85,5.8,6.222588053035909
1.5,11.0107,0.0078,0.0006826785480736889,0.85,5.8,6.241313780805143
1.5,11.4988,0.007565,0.0006442631449958937,0.85,5.8,6.260156957995594
1.5,12.041,0.007180000000000001,0.000647533782902483,0.85,5.8,6.281022398957919
1.5,12.4887,0.006745,0.0006300991985394046,0.85,5.8,6.298199100243055
1.5,13.0412,0.007594999999999999,0.0007001606958406048,0.85,5.8,6.319332254484376
1.5,13.4974,0.006295,0.0005909103146840474,0.85,5.8,6.336728805402344
1.5,14.0089,0.006245,0.0006303768714031313,0.85,5.8,6.356177524153457
1.5,14.5253,0.0073,0.0006447480127925948,0.85,5.8,6.375752373483278
1.5,15.0465,0.005725,0.0005963430220938282,0.85,5.8,6.395448422070485
1.5,15.52,0.00461,0.0005493177586788907,0.85,5.8,6.413289458421595
1.5,15.9975,0.00545,0.0005685068161420759,0.85,5.8,6.431231089037905
1.5,16.5329,0.005995,0.0005883663824522949,0.85,5.8,6.451288920334586
1.5,17.0191,0.005715,0.000589851676271247,0.85,5.8,6.469449681506477
1.5,17.5096,0.004685,0.0005693636799094231,0.85,5.8,6.487719545479579
1.5,18.0044,0.004405,0.000559084072389833,0.85,5.8,6.506097593134639
1.5,18.5036,0.005245,0.0005555852769827509,0.85,5.8,6.5245866087785345
1.5,19.0071,0.0038699999999999997,0.0005573598478541489,0.85,5.8,6.543181963758389
1.5,19.515,0.004464999999999999,0.0006325938665526247,0.85,5.8,6.561886431485938
1.5,20.0274,0.00291,0.0005411099703387473,0.85,5.8,6.580702748504517
1.5,20.5444,0.00422,0.0005832237992400515,0.85,5.8,6.599633614553483
1.5,21.0078,0.00417,0.0005114684741017769,0.85,5.8,6.616555790585966
1.5,21.5335,0.004235,0.0005492494879378588,0.85,5.8,6.635700755527811
1.5,22.0047,0.0036100000000000004,0.0005499545435761031,0.85,5.8,6.65281411480835
1.5,22.5393,0.004325,0.0005344389581607988,0.85,5.8,6.6721769282763805
1.5,23.0185,0.0038199999999999996,0.0005317894320123332,0.85,5.8,6.689485560298441
1.5,23.5016,0.00339,0.000500349877585675,0.85,5.8,6.70688984429469
1.5,24.0497,0.003945000000000001,0.0005069763308084511,0.85,5.8,6.726581307492101
1.5,24.541,0.0042699999999999995,0.0005403239768879408,0.85,5.8,6.7441832643063115
1.5,25.0364,0.0038050000000000002,0.00048153400710645555,0.85,5.8,6.761885718192018
1.5,25.473,0.003495,0.0005097793640389929,0.85,5.8,6.777448701406239
1.5,26.0391,0.0034150000000000005,0.0005082076347321043,0.85,5.8,6.7975747723250475
1.5,26.5465,0.003765,0.0005004248195283683,0.85,5.8,6.815563425249232
1.5,26.994,0.0033900000000000002,0.0005135172830587107,0.85,5.8,6.831389156638491
1.5,27.5093,0.00348,0.000484045452411238,0.85,5.8,6.84956732469254
1.5,28.0288,0.00366,0.0005287721626560914,0.85,5.8,6.867844950985013
1.5,28.5525,0.0033799999999999998,0.0004661544808322666,0.85,5.8,6.886221243560345
1.5,29.0144,0.003035,0.000505,0.85,5.8,6.902388410325158
1.5,29.5463,0.00345,0.0004985478913805574,0.85,5.8,6.920958893510913
1.5,30.0153,0.00309,0.0004986983055916673,0.85,5.8,6.937292077476341
