Q,omega,I,dI,Tr,Kf,Ki
1.1,21.9456,0.004203888888888889,0.0005699824017209697,0.85,5.8,6.650670096372595
1.1,22.5393,0.004224444444444444,0.0005695097523525749,0.85,5.8,6.6721769282763805
1.1,23.0185,0.004032222222222222,0.0005577595171867044,0.85,5.8,6.689485560298441
1.1,23.5016,0.0035961111111111116,0.0005169333242579696,0.85,5.8,6.70688984429469
1.1,23.9885,0.0036494444444444443,0.000559319747771267,0.85,5.8,6.7243854489674515
1.1,24.541,0.0039044444444444443,0.0005395957563277473,0.85,5.8,6.7441832643063115
1.1,24.9742,0.0037333333333333333,0.0005355284686557203,0.85,5.8,6.759665629646936
1.1,25.5357,0.003975,0.0005999606468575899,0.85,5.8,6.77968076328622
1.1,26.0391,0.004367222222222222,0.00059820436039043,0.85,5.8,6.7975747723250475
1.1,26.5465,0.004162777777777777,0.0006148860679371503,0.85,5.8,6.815563425249232
1.1,26.994,0.004136666666666667,0.0006038932331439367,0.85,5.8,6.831389156638491
1.1,27.5093,0.0035744444444444443,0.0007166218762919863,0.85,5.8,6.84956732469254
1.1,28.0288,0.002848333333333334,0.0007347442235731247,0.85,5.8,6.867844950985013
1.1,28.5525,0.003011111111111113,0.0011193676565888814,0.85,5.8,6.886221243560345
1.5,-26.994,0.002496111111111111,0.0003913907617650954,0.85,5.8,4.5400575096095475
1.5,-26.4856,0.0021544444444444445,0.00039224032064004134,0.85,5.8,4.566999762431489
1.5,-25.9863,0.0017966666666666665,0.00038751821940441765,0.85,5.8,4.593305957176522
1.5,-25.4967,0.0016627777777777778,0.0003269410223553561,0.85,5.8,4.618955615327878
1.5,-24.9984,0.0019333333333333336,0.00040041182503721046,0.85,5.8,4.644915622625549
1.5,-24.4912,0.0023811111111111108,0.0004016363135911166,0.85,5.8,4.671191136670346
1.5,-23.9948,0.0019116666666666665,0.0003768890690513196,0.85,5.8,4.69676482484375
1.5,-23.4898,0.002067222222222222,0.00045123116902673577,0.85,5.8,4.7226394682585715
1.5,-22.9966,0.002267222222222222,0.0004338888888888889,0.85,5.8,4.747773409058272
1.5,-22.4951,0.002382222222222222,0.0004244226288750808,0.85,5.8,4.773194621705414
1.5,-21.9851,0.002747777777777778,0.0003939809483392833,0.85,5.8,4.798908597811808
1.5,-21.4881,0.0028811111111111108,0.00043484423207953385,0.85,5.8,4.8238352467180405
1.5,-20.9829,0.0019633333333333334,0.00039928640050674105,0.85,5.8,4.84904183720782
1.5,-20.4919,0.0025522222222222222,0.0004070436928650714,0.85,5.8,4.873415000681386
1.5,-19.993,0.0026261111111111107,0.00045909095631785157,0.85,5.8,4.898056094672004
1.5,-19.4861,0.0034916666666666664,0.00046219985255699044,0.85,5.8,4.922965997666207
